in.store,age,items,amount,region,,,,
0,51,8,2384.7,4,,,,
0,80,8,206.52,2,,,,
1,56,8,763.01,1,,,,
0,44,8,113.03,2,,,,
1,54,8,398.4,1,,,,
1,26,8,86.1,3,,,,
0,67,8,432.61,2,,,,
0,24,8,1685.6,3,,,,
0,55,8,1724.9,4,,,,
0,57,8,307.29,4,,,,
0,31,8,493.93,2,,,,
0,37,8,521.85,4,,,,
0,75,8,106.3,2,,,,
0,46,8,297.7,2,,,,
1,38,8,1470,4,,,,
1,60,8,623.51,3,,,,
1,46,8,313.5,1,,,,
1,43,8,802.12,4,,,,
0,23,8,252.65,3,,,,
0,47,8,150.19,2,,,,
1,32,8,1005.4,4,,,,
1,67,8,234.11,3,,,,
1,30,8,464.04,4,,,,
1,27,8,291.61,4,,,,
1,67,8,840.16,3,,,,
1,46,8,1723,4,,,,
1,36,8,993.77,4,,,,
0,59,8,931.26,4,,,,
1,36,8,1075,4,,,,
1,42,8,230.72,3,,,,
1,38,8,288.59,1,,,,
1,42,8,1459.2,1,,,,
0,48,8,158.3,2,,,,
0,30,8,942.53,3,,,,
0,83,8,72.14,2,,,,
1,68,8,558.39,3,,,,
1,58,8,51.91,3,,,,
1,44,8,287.49,1,,,,
0,29,8,1578.7,1,,,,
0,30,8,2544.3,3,,,,
0,72,8,75.81,2,,,,
0,25,8,2506.5,4,,,,
1,52,8,286.64,1,,,,
0,34,8,260.61,2,,,,
1,36,8,644.52,3,,,,
1,22,8,1843.9,4,,,,
1,59,8,263.65,3,,,,
1,23,8,1805.7,4,,,,
1,63,8,255.18,1,,,,
0,50,8,7.05,2,,,,
0,32,8,59,2,,,,
0,60,8,1981.7,4,,,,
0,27,8,377.48,1,,,,
0,43,8,1836.2,4,,,,
0,42,8,163.33,3,,,,
0,65,8,471.29,2,,,,
1,69,8,74.15,3,,,,
0,33,8,1068.3,4,,,,
1,19,8,467.63,4,,,,
0,44,8,1915.3,4,,,,
1,38,8,1843.1,4,,,,
1,35,8,640.35,4,,,,
0,76,8,446.69,2,,,,
0,58,8,2211.4,4,,,,
0,45,8,354.09,2,,,,
1,38,8,655.91,1,,,,
0,55,8,20.12,2,,,,
1,19,8,134.75,4,,,,
0,36,8,187.99,2,,,,
0,81,8,356.3,2,,,,
0,62,8,97.05,2,,,,
0,40,8,247.1,2,,,,
0,62,8,1785,4,,,,
0,45,8,1947.7,3,,,,
0,47,8,372.09,2,,,,
0,29,8,1328.3,3,,,,
0,40,8,2820.9,4,,,,
1,39,8,563.61,4,,,,
0,44,8,174.55,4,,,,
0,30,8,396.23,2,,,,
0,58,8,241.44,2,,,,
0,38,8,479.24,2,,,,
0,64,8,7.64,2,,,,
0,48,8,1527.3,3,,,,
1,39,8,425.25,3,,,,
0,51,8,2081.6,4,,,,
1,21,8,647.52,4,,,,
0,56,8,2854.2,4,,,,
0,30,8,323.1,2,,,,
0,62,8,194.57,1,,,,
0,38,8,55.58,2,,,,
0,42,8,178.14,4,,,,
1,59,8,784.17,3,,,,
1,40,8,1651.8,4,,,,
0,44,8,174.45,2,,,,
0,60,8,2369.8,4,,,,
1,61,8,538.26,3,,,,
0,38,8,2867,4,,,,
1,27,8,1205.7,4,,,,
1,40,8,839.13,3,,,,
0,40,8,2506.7,3,,,,
0,44,8,269.24,2,,,,
0,36,8,536.6,4,,,,
1,29,8,925.89,1,,,,
1,59,8,563.73,1,,,,
1,37,8,1590.5,1,,,,
0,21,8,2653.6,3,,,,
1,50,8,1145.1,1,,,,
0,44,8,497.82,4,,,,
1,27,8,647.8,4,,,,
1,54,8,1873.2,4,,,,
0,63,8,52.34,2,,,,
0,55,8,801.51,4,,,,
1,29,8,1474.9,4,,,,
0,54,8,553.46,4,,,,
0,60,8,2111.9,4,,,,
0,29,8,722.28,1,,,,
0,40,8,173.29,2,,,,
1,60,8,276.51,3,,,,
0,49,8,107.71,4,,,,
0,73,8,470.56,2,,,,
1,39,8,1789.7,4,,,,
0,48,8,256.54,2,,,,
1,39,8,850.76,1,,,,
0,44,8,1809.5,4,,,,
1,46,8,1332.1,4,,,,
1,63,8,887.12,3,,,,
1,67,8,334.94,3,,,,
0,60,8,2023.5,4,,,,
0,72,8,141.22,2,,,,
0,53,8,255.79,2,,,,
1,54,8,245.62,1,,,,
0,76,8,435.87,2,,,,
0,39,8,205.65,2,,,,
0,27,8,930.72,3,,,,
1,46,8,467.91,1,,,,
1,20,8,755.47,4,,,,
0,23,8,689.52,3,,,,
1,53,8,635.35,3,,,,
0,46,8,46.74,2,,,,
0,27,8,133.37,4,,,,
0,76,8,50.05,2,,,,
0,39,8,436.54,2,,,,
1,38,8,773.09,4,,,,
1,31,8,690.41,1,,,,
0,47,8,299.11,2,,,,
1,54,8,90.99,1,,,,
0,64,8,418.56,2,,,,
0,23,8,2426.5,4,,,,
0,34,8,880.26,4,,,,
1,47,8,147.03,1,,,,
1,31,8,1150.1,4,,,,
0,29,8,2435.5,4,,,,
0,71,8,385.7,2,,,,
1,52,8,1623,1,,,,
1,39,8,566.9,3,,,,
0,47,8,434.06,2,,,,
1,31,8,979.69,4,,,,
1,27,8,95.14,1,,,,
1,45,8,782.3,3,,,,
1,26,8,720.09,3,,,,
0,32,8,1282.1,3,,,,
1,43,8,967.25,1,,,,
0,56,8,255.32,2,,,,
1,25,8,679.17,4,,,,
1,29,8,822.87,4,,,,
1,22,8,348.2,4,,,,
1,31,8,960.92,3,,,,
0,37,8,2330.6,4,,,,
1,27,8,239.22,4,,,,
1,51,8,58.27,4,,,,
0,66,8,484.01,2,,,,
0,81,8,200.79,2,,,,
0,62,8,410.51,2,,,,
1,45,8,403.55,1,,,,
1,62,8,83.42,3,,,,
1,56,8,859.34,3,,,,
0,59,8,29.63,2,,,,
1,25,8,428.31,4,,,,
1,55,8,1280.3,4,,,,
0,36,8,1330.6,4,,,,
1,21,8,125.15,1,,,,
0,37,8,1727.8,4,,,,
1,22,8,1705.8,4,,,,
1,46,8,1666,1,,,,
1,64,8,269.61,3,,,,
1,35,8,1535.7,1,,,,
1,20,8,1399.8,1,,,,
0,72,8,142.99,2,,,,
0,57,8,224.05,2,,,,
1,54,8,628.36,1,,,,
1,54,8,986.25,4,,,,
1,28,8,1000.3,4,,,,
0,72,8,306.73,1,,,,
1,53,8,125.64,3,,,,
0,49,8,1145.3,3,,,,
1,22,8,175.67,4,,,,
1,40,8,634.05,1,,,,
0,20,8,2999.2,3,,,,
0,51,8,197.07,3,,,,
0,49,8,33.11,2,,,,
0,25,8,267.95,4,,,,
1,41,8,908.27,4,,,,
0,84,8,98.75,2,,,,
0,68,8,303.89,2,,,,
0,51,8,1810.9,4,,,,
1,63,8,155.59,3,,,,
1,34,8,1674.9,4,,,,
1,65,8,490.48,1,,,,
1,50,8,1350.3,4,,,,
1,50,8,251.87,1,,,,
1,32,8,140.11,4,,,,
1,39,8,647.63,1,,,,
0,50,8,1106.6,4,,,,
1,53,8,1800.4,4,,,,
1,48,8,476.77,3,,,,
1,20,8,140.07,4,,,,
0,22,8,1375.7,3,,,,
0,73,8,184.49,2,,,,
1,35,8,697.05,3,,,,
1,45,8,110.08,4,,,,
0,25,8,1812.5,3,,,,
1,33,8,618.49,1,,,,
1,28,8,1303.1,1,,,,
0,33,8,211.96,2,,,,
0,80,8,136.7,2,,,,
0,69,8,476.67,2,,,,
0,73,8,366.41,2,,,,
0,56,8,441.99,2,,,,
0,83,8,479.91,2,,,,
1,29,8,77.45,3,,,,
0,36,8,150.2,2,,,,
0,50,8,433.5,2,,,,
1,52,8,172.78,3,,,,
1,50,8,696.3,1,,,,
0,74,8,377.32,2,,,,
0,61,8,2889.7,4,,,,
1,72,8,759.52,1,,,,
0,37,8,2390.4,3,,,,
1,33,8,1564.4,4,,,,
1,44,8,1969.2,1,,,,
0,34,8,125.63,2,,,,
0,56,8,1186.2,3,,,,
0,47,8,2339.3,4,,,,
1,60,8,566.36,1,,,,
0,81,8,169.69,2,,,,
0,21,8,1811.1,4,,,,
1,54,8,266.82,3,,,,
1,43,8,1359.3,4,,,,
0,53,8,353.73,2,,,,
1,37,8,1787,1,,,,
0,51,8,1605.4,4,,,,
1,27,8,1582.6,4,,,,
1,68,8,69.77,1,,,,
1,33,8,563.41,1,,,,
0,35,8,2859.5,3,,,,
1,65,8,84.55,3,,,,
0,32,8,418.53,2,,,,
0,43,8,419.8,2,,,,
1,31,8,1089.9,4,,,,
1,61,8,494.41,3,,,,
0,46,8,215.2,2,,,,
0,44,8,2743.8,4,,,,
0,33,8,231.17,2,,,,
1,31,8,1124.7,1,,,,
1,23,8,1211.7,1,,,,
1,29,8,213.82,4,,,,
0,53,8,2448.6,3,,,,
0,21,8,1483.1,4,,,,
1,53,8,922.68,4,,,,
0,32,8,437.93,4,,,,
0,35,8,440.27,2,,,,
1,40,8,451,4,,,,
0,29,8,372.69,2,,,,
0,40,8,2613.3,3,,,,
1,55,8,104.09,3,,,,
0,48,8,2933.5,4,,,,
0,54,8,1580.6,1,,,,
1,21,8,1955.1,4,,,,
1,66,8,848.58,3,,,,
1,35,8,117.74,3,,,,
1,36,8,437.08,4,,,,
1,31,8,1609.4,1,,,,
0,52,8,312.04,2,,,,
1,39,8,1784.2,4,,,,
0,76,8,273.35,2,,,,
1,32,8,505.87,1,,,,
0,34,8,127.69,2,,,,
0,42,8,2469.6,4,,,,
0,46,8,967.93,3,,,,
0,22,8,668.47,4,,,,
0,56,8,158.31,1,,,,
1,35,8,608.96,3,,,,
0,31,8,745.74,1,,,,
0,42,8,433.34,1,,,,
1,72,8,659.44,1,,,,
0,38,8,40.72,2,,,,
0,65,8,148.66,2,,,,
0,59,8,2595,4,,,,
1,44,8,362.76,3,,,,
0,47,8,343.25,2,,,,
1,36,8,741.51,3,,,,
1,34,8,1570.5,4,,,,
0,33,8,103.94,2,,,,
0,76,8,94.35,2,,,,
1,44,8,483.95,1,,,,
0,48,8,444.55,2,,,,
0,32,8,1317.6,1,,,,
1,54,8,159.87,3,,,,
0,85,8,137.67,2,,,,
1,30,8,57.69,3,,,,
0,26,8,2444.3,3,,,,
1,55,8,607.13,1,,,,
0,23,8,794.63,3,,,,
1,46,8,79.31,4,,,,
1,35,8,77.67,1,,,,
1,53,8,1363.9,4,,,,
0,41,8,2448.4,4,,,,
0,62,8,248.22,2,,,,
1,31,8,431.85,3,,,,
1,52,8,583.98,1,,,,
0,70,8,398.09,2,,,,
0,31,8,188.78,2,,,,
1,30,8,331.57,3,,,,
0,36,8,891.9,4,,,,
1,30,8,1103.3,4,,,,
0,63,8,237.89,2,,,,
0,44,8,2357.2,4,,,,
1,30,8,718.83,3,,,,
0,76,8,282.44,2,,,,
1,38,8,1136.7,1,,,,
0,53,8,99.11,1,,,,
1,47,8,799.24,4,,,,
1,41,8,197.24,4,,,,
0,32,8,247.38,1,,,,
1,33,8,1245.2,1,,,,
1,28,8,368.17,4,,,,
0,74,8,435.46,2,,,,
1,50,8,994.85,3,,,,
1,35,8,1035,4,,,,
1,65,8,542.01,1,,,,
0,83,8,186.49,2,,,,
0,33,8,1807.4,3,,,,
0,46,8,200.13,2,,,,
0,45,8,11.07,2,,,,
1,25,8,770.69,3,,,,
0,42,8,2582.8,4,,,,
1,44,8,559.5,4,,,,
0,70,8,123.51,2,,,,
0,59,8,212.35,1,,,,
1,54,8,449.87,1,,,,
0,48,8,2036.2,4,,,,
1,30,8,424.78,4,,,,
0,19,8,694.58,3,,,,
0,47,8,81.05,2,,,,
1,46,8,332.95,4,,,,
1,23,8,1689.5,4,,,,
1,22,8,256.38,4,,,,
1,28,8,1998.1,1,,,,
0,49,8,1142.1,3,,,,
1,53,8,353.06,3,,,,
0,34,8,80.34,2,,,,
0,38,8,432.56,2,,,,
0,37,8,1842.2,1,,,,
1,25,8,390.43,1,,,,
1,48,8,1515.1,1,,,,
1,44,8,868.93,3,,,,
0,83,8,379.81,2,,,,
1,31,8,238.62,3,,,,
0,20,8,751.23,1,,,,
0,71,8,218.25,2,,,,
0,54,8,94.27,2,,,,
1,72,8,361.01,3,,,,
0,58,8,131.2,2,,,,
0,37,8,296.53,2,,,,
1,33,8,1392,4,,,,
1,24,8,893.32,3,,,,
0,54,8,2449.3,4,,,,
1,64,8,85.74,3,,,,
0,40,8,2471.1,3,,,,
0,77,8,496.43,2,,,,
0,42,8,24.33,2,,,,
0,24,8,2758.4,4,,,,
1,22,8,1495.4,4,,,,
1,28,8,203.49,4,,,,
0,49,8,205.17,2,,,,
0,47,8,1293.4,4,,,,
1,46,8,593.48,3,,,,
0,81,8,209.32,2,,,,
1,57,8,831.04,1,,,,
0,29,8,464.19,2,,,,
1,55,8,1388.6,4,,,,
1,48,8,1889.9,4,,,,
1,53,8,234.95,3,,,,
0,77,8,239.09,2,,,,
1,68,8,94.13,1,,,,
0,27,8,669.76,1,,,,
1,43,8,363.93,3,,,,
0,20,8,765.23,4,,,,
1,48,8,561.87,4,,,,
1,66,8,405.41,3,,,,
0,37,8,124.43,3,,,,
1,21,8,1779,1,,,,
0,53,8,2737.4,3,,,,
0,38,8,468.91,2,,,,
1,35,8,85.24,4,,,,
0,34,8,1988.1,3,,,,
1,38,8,744.5,1,,,,
0,35,8,546.41,1,,,,
0,50,8,68.07,2,,,,
1,49,8,61.39,1,,,,
1,44,8,1221.1,4,,,,
0,52,8,1086.7,3,,,,
0,54,8,915.42,1,,,,
0,32,8,2602.7,4,,,,
0,19,8,2744.3,4,,,,
1,25,8,1118.1,4,,,,
1,48,8,650.34,1,,,,
0,46,8,1700.1,1,,,,
1,69,8,182.75,3,,,,
0,48,8,236.67,2,,,,
1,42,8,333.46,3,,,,
0,49,8,462.44,2,,,,
0,44,8,125.77,2,,,,
0,48,8,343.19,2,,,,
1,62,8,861.99,3,,,,
1,45,8,598.59,4,,,,
0,43,8,344.56,2,,,,
1,42,8,577.39,1,,,,
1,27,8,731.96,4,,,,
1,19,8,238.44,1,,,,
1,52,8,1318.3,1,,,,
0,32,8,224.63,2,,,,
1,42,8,1794,4,,,,
0,61,8,2915.5,4,,,,
0,58,8,2142.8,4,,,,
0,27,8,1681.7,3,,,,
0,84,8,313.12,2,,,,
1,55,8,96.69,3,,,,
1,70,8,227.26,1,,,,
1,64,8,883.11,3,,,,
1,53,8,201.65,4,,,,
0,79,8,180.52,2,,,,
1,49,8,135.48,1,,,,
0,31,8,816.14,4,,,,
0,63,8,1684.6,3,,,,
0,53,8,1462.2,4,,,,
0,45,8,1076.9,4,,,,
0,82,8,63.54,2,,,,
0,70,8,152.26,2,,,,
0,77,8,490.32,2,,,,
0,48,8,373.68,2,,,,
1,48,8,154.31,3,,,,
1,66,8,637.79,3,,,,
1,26,8,1229.9,4,,,,
0,33,8,295.09,2,,,,
1,71,8,701.72,3,,,,
0,30,8,152.49,2,,,,
0,40,8,1216.3,4,,,,
1,45,8,1371.8,4,,,,
1,52,8,892.09,3,,,,
0,28,8,2262.6,4,,,,
0,59,8,444.52,4,,,,
1,41,8,1406.3,4,,,,
0,23,8,450.85,4,,,,
1,28,8,340.97,1,,,,
0,81,8,279.51,2,,,,
1,41,8,1352.3,1,,,,
0,64,8,302.66,2,,,,
0,43,8,8.55,2,,,,
0,55,8,389.79,2,,,,
1,38,8,120.08,1,,,,
0,58,8,184.84,2,,,,
1,44,8,899.84,4,,,,
1,46,8,1140,1,,,,
1,59,8,822.19,1,,,,
1,58,8,153.63,3,,,,
1,68,8,948.36,1,,,,
1,23,8,296.93,4,,,,
0,49,8,416.42,2,,,,
1,34,8,528.99,1,,,,
0,51,8,419.51,2,,,,
1,62,8,482.44,3,,,,
0,84,8,308.78,2,,,,
1,52,8,1263.2,1,,,,
0,62,8,2287.6,4,,,,
1,24,8,163.29,4,,,,
1,28,8,716.55,4,,,,
0,62,8,150.78,2,,,,
1,68,8,209.97,1,,,,
0,59,8,219.34,2,,,,
1,72,8,456.56,3,,,,
0,41,8,412.93,2,,,,
1,63,8,569.5,1,,,,
1,55,8,703.84,1,,,,
0,60,8,2784,4,,,,
0,61,8,2876.7,4,,,,
1,28,8,645.68,1,,,,
0,53,8,172.96,2,,,,
1,57,8,490.08,3,,,,
0,61,8,2342.2,4,,,,
0,34,8,1562.3,4,,,,
1,41,8,530.6,4,,,,
1,55,8,203.27,3,,,,
0,37,8,1315,3,,,,
1,58,8,881.95,3,,,,
1,34,8,76.34,3,,,,
1,38,8,1059.3,1,,,,
0,27,8,1151.1,4,,,,
1,30,8,1785.2,4,,,,
1,54,8,821.46,1,,,,
0,33,8,2125.4,4,,,,
0,38,8,306.22,1,,,,
1,61,8,379.07,3,,,,
1,53,8,158.06,4,,,,
0,63,8,257.9,2,,,,
1,51,8,1107.2,1,,,,
0,71,8,299.56,2,,,,
0,53,8,476.22,2,,,,
0,40,8,371.84,2,,,,
0,35,8,288.65,2,,,,
1,58,8,110.26,3,,,,
0,82,8,272.58,2,,,,
1,39,8,413.71,1,,,,
0,38,8,117.84,2,,,,
0,46,8,1731.8,4,,,,
1,32,8,486.88,4,,,,
0,23,8,974.62,4,,,,
1,37,8,401.27,3,,,,
1,20,8,445.21,4,,,,
1,46,8,918.93,1,,,,
0,27,8,1884.1,4,,,,
1,65,8,755.06,3,,,,
0,38,8,1632.7,1,,,,
1,44,8,923.41,1,,,,
1,27,8,1571.2,1,,,,
1,62,8,485.34,3,,,,
1,37,8,112.35,3,,,,
1,40,8,865.29,1,,,,
0,85,8,344.31,2,,,,
0,46,8,208.32,2,,,,
1,44,8,225.48,3,,,,
1,25,8,675.47,4,,,,
0,22,8,2256.7,3,,,,
1,30,8,1488.2,1,,,,
0,36,8,2832.3,4,,,,
1,43,8,714.73,1,,,,
1,30,8,344.97,1,,,,
1,24,8,989.43,1,,,,
1,19,8,1659.3,4,,,,
1,60,8,614.29,3,,,,
1,24,8,259.47,1,,,,
0,50,8,324.44,3,,,,
0,62,8,1198.9,3,,,,
0,48,8,349.3,2,,,,
1,40,8,547.04,3,,,,
1,36,8,422.61,1,,,,
0,55,8,223.28,2,,,,
0,18,8,483.65,4,,,,
1,40,8,1008,4,,,,
1,50,8,62.28,3,,,,
1,43,8,501.19,3,,,,
1,50,8,1852.7,4,,,,
1,63,8,861.62,1,,,,
0,79,8,343.89,2,,,,
0,19,8,1605.2,4,,,,
1,29,8,516.25,3,,,,
0,48,8,2379.8,3,,,,
0,72,8,435.46,2,,,,
0,54,8,50.48,2,,,,
0,38,8,2674.7,4,,,,
0,49,8,1736,4,,,,
0,72,8,485.61,2,,,,
1,34,8,1248.4,1,,,,
1,38,8,89.21,1,,,,
1,59,8,311.69,3,,,,
1,45,8,1526.4,4,,,,
0,25,8,998.31,3,,,,
0,48,8,2522.2,4,,,,
1,28,8,598.59,1,,,,
1,36,8,425.62,1,,,,
0,32,8,400.22,2,,,,
0,53,8,2544.3,4,,,,
0,80,8,84.49,2,,,,
0,83,8,491.85,2,,,,
1,71,8,850.61,3,,,,
0,80,8,94.52,2,,,,
1,24,8,274.59,4,,,,
0,47,8,297.22,2,,,,
0,22,8,127.83,3,,,,
1,26,8,200.27,1,,,,
0,56,8,210.11,2,,,,
1,47,8,364.13,4,,,,
1,27,8,476.92,3,,,,
1,40,8,961.22,4,,,,
1,35,8,956.87,1,,,,
0,43,8,160.07,3,,,,
1,49,8,93.92,1,,,,
1,34,8,634.42,3,,,,
1,64,8,220.75,1,,,,
1,29,8,1496.7,1,,,,
0,41,8,276.73,2,,,,
0,51,8,75.49,2,,,,
0,41,8,2563.1,4,,,,
0,77,8,65.83,2,,,,
1,32,8,961.2,3,,,,
0,78,8,342.48,2,,,,
1,70,8,320.79,1,,,,
0,20,8,1184.7,4,,,,
0,61,8,390.26,2,,,,
1,72,8,470.87,1,,,,
1,20,8,1233,4,,,,
0,47,8,2882.1,4,,,,
0,51,8,750.52,4,,,,
1,33,8,451.98,3,,,,
0,54,8,303.74,4,,,,
1,64,8,708.74,3,,,,
0,50,8,173.88,2,,,,
1,46,8,206,4,,,,
0,53,8,1967.4,3,,,,
0,50,8,220.52,2,,,,
0,19,8,885.59,1,,,,
0,39,8,360.5,2,,,,
0,37,8,2844.6,3,,,,
1,37,8,753.76,4,,,,
0,31,8,1772.9,3,,,,
0,64,8,41.94,2,,,,
1,66,8,703.33,3,,,,
0,52,8,172.48,2,,,,
0,52,8,1170.5,3,,,,
0,44,8,2603.4,3,,,,
1,34,8,495.81,1,,,,
1,36,8,982.02,1,,,,
1,30,8,814.12,3,,,,
1,34,8,1867.9,4,,,,
0,74,8,339.59,2,,,,
1,26,8,161.42,4,,,,
1,41,8,459.85,1,,,,
1,70,8,261.18,1,,,,
0,80,8,397.42,2,,,,
0,81,8,418.05,2,,,,
0,19,8,1774.2,3,,,,
1,29,8,1766.5,4,,,,
0,63,8,530.88,1,,,,
0,81,8,119.95,2,,,,
1,66,8,503.03,3,,,,
0,23,8,1170.8,3,,,,
0,41,8,182.55,1,,,,
1,49,8,680.66,3,,,,
1,26,8,368.57,1,,,,
1,34,8,1444.9,1,,,,
1,24,8,1883.7,4,,,,
0,55,8,123.74,2,,,,
0,35,8,1632.1,4,,,,
1,23,8,289.39,4,,,,
1,68,8,521.31,1,,,,
1,20,8,1620.3,4,,,,
0,71,8,468.74,2,,,,
1,68,8,539.82,1,,,,
0,29,8,1940.6,3,,,,
0,29,8,300.08,4,,,,
0,33,8,350.15,2,,,,
1,33,8,376.3,3,,,,
1,50,8,805.57,4,,,,
1,57,8,247.35,3,,,,
0,26,8,785.37,4,,,,
0,38,8,702.1,4,,,,
0,48,8,132.92,2,,,,
0,50,8,1984.3,3,,,,
1,47,8,772.59,4,,,,
1,44,8,1194.2,4,,,,
1,36,8,1994,4,,,,
0,26,8,2540.9,4,,,,
1,32,8,539.76,3,,,,
0,29,8,403.01,2,,,,
1,33,8,902.08,3,,,,
1,26,8,202.08,3,,,,
1,34,8,1713.4,4,,,,
1,22,8,465.5,4,,,,
1,31,8,696.83,3,,,,
1,56,8,479.18,3,,,,
1,67,8,320.77,1,,,,
0,55,8,61.22,2,,,,
0,60,8,2532.4,3,,,,
1,29,8,473.1,3,,,,
0,65,8,248.17,1,,,,
1,65,8,834.47,3,,,,
0,57,8,108.73,2,,,,
1,26,8,110.04,3,,,,
0,76,8,22.72,2,,,,
0,56,8,350.13,2,,,,
1,62,8,714.28,1,,,,
1,74,8,274.23,3,,,,
0,51,8,163.49,2,,,,
0,48,8,300.05,2,,,,
1,45,8,384.29,4,,,,
1,33,8,1745.3,1,,,,
0,28,8,289.51,2,,,,
1,39,8,439.11,3,,,,
1,71,8,63.69,1,,,,
0,47,8,577.18,4,,,,
0,60,8,363.98,2,,,,
0,42,8,328.11,2,,,,
0,56,8,164.22,2,,,,
0,27,8,1221.1,4,,,,
1,39,8,357.82,3,,,,
0,67,8,336.37,2,,,,
0,45,8,70.67,2,,,,
1,21,8,841.38,4,,,,
0,63,8,159.82,2,,,,
0,61,8,242.96,2,,,,
1,38,8,89.25,3,,,,
0,79,8,396.2,2,,,,
1,53,8,805.51,3,,,,
0,24,8,1335.6,4,,,,
1,51,8,1092.7,4,,,,
1,57,8,804.37,1,,,,
1,27,8,864.8,4,,,,
0,23,8,1231.6,1,,,,
0,31,8,63.78,2,,,,
0,74,8,245.6,2,,,,
1,43,8,449.29,4,,,,
1,56,8,587.09,1,,,,
1,29,8,1430.3,4,,,,
0,29,8,1051.7,4,,,,
0,57,8,2687.1,3,,,,
0,34,8,446.29,2,,,,
1,37,8,126,1,,,,
1,19,8,1263.6,1,,,,
1,48,8,362.99,3,,,,
1,66,8,311.8,3,,,,
1,26,8,127.46,1,,,,
0,46,8,230.13,2,,,,
1,49,8,371.6,3,,,,
0,47,8,420.33,2,,,,
0,32,8,575.8,3,,,,
0,42,8,1320.7,3,,,,
1,39,8,1200,1,,,,
0,51,8,562.37,4,,,,
0,34,8,2753.6,4,,,,
0,49,8,2743.9,4,,,,
1,39,8,1994.7,4,,,,
0,73,8,222.45,2,,,,
1,74,8,948.54,3,,,,
1,41,8,1710.3,4,,,,
1,36,8,744.74,1,,,,
0,78,8,43.8,2,,,,
1,37,8,603.66,1,,,,
1,46,8,364.65,1,,,,
1,56,8,773.24,1,,,,
0,47,8,2155.1,4,,,,
0,81,8,92.43,2,,,,
0,42,8,2141.6,4,,,,
1,26,8,193.77,4,,,,
0,33,8,74.92,2,,,,
1,71,8,394.2,3,,,,
1,27,8,206.64,4,,,,
1,50,8,1346.7,4,,,,
1,59,8,371.04,3,,,,
0,62,8,179.56,2,,,,
0,19,8,456.01,4,,,,
1,28,8,1654.6,4,,,,
1,62,8,821.86,3,,,,
0,84,8,203.81,2,,,,
0,63,8,192.85,3,,,,
1,50,8,1395.4,1,,,,
0,41,8,1098,3,,,,
1,50,8,1550.4,4,,,,
0,31,8,2479.3,3,,,,
0,21,8,1380.3,4,,,,
1,38,8,1150.5,4,,,,
0,46,8,512.9,3,,,,
1,54,8,52.96,1,,,,
0,36,8,1195.6,3,,,,
1,41,8,54.3,4,,,,
1,44,8,473.24,4,,,,
1,46,8,520.01,1,,,,
0,51,8,432.12,2,,,,
0,43,8,282.34,2,,,,
1,36,8,1998.6,4,,,,
1,48,8,761.43,3,,,,
0,36,8,198.01,2,,,,
1,23,8,1479.8,1,,,,
0,25,8,2168.1,4,,,,
1,38,8,508.24,4,,,,
0,49,8,114.01,2,,,,
1,54,8,788.23,3,,,,
0,57,8,41.06,2,,,,
0,81,8,32.98,2,,,,
1,28,8,119.44,4,,,,
0,84,8,167,2,,,,
0,62,8,2479.2,4,,,,
1,54,8,715.61,3,,,,
1,53,8,1136.4,4,,,,
1,43,8,171.55,3,,,,
0,45,8,778.46,3,,,,
0,46,8,1039.4,4,,,,
0,52,8,155.89,4,,,,
0,52,8,598.16,4,,,,
1,25,8,1018.3,4,,,,
1,53,8,1847.1,4,,,,
0,60,8,449.99,2,,,,
1,31,8,1433.6,4,,,,
0,53,8,2180.6,4,,,,
1,35,8,1465.1,1,,,,
0,41,8,1379.2,1,,,,
0,63,8,742.48,3,,,,
1,44,8,673.51,4,,,,
0,58,8,173.04,2,,,,
1,45,8,1163.4,4,,,,
0,50,8,1925.5,4,,,,
0,22,8,1604,4,,,,
0,29,8,2593.6,4,,,,
0,34,8,296.66,2,,,,
1,36,8,82.55,3,,,,
0,29,8,2430.4,3,,,,
1,25,8,844.89,1,,,,
0,33,8,1968.1,4,,,,
1,23,8,472.21,4,,,,
0,76,8,436.97,2,,,,
0,40,8,309.75,2,,,,
1,48,8,1595.1,4,,,,
0,59,8,166.46,4,,,,
0,58,8,91.01,2,,,,
0,20,8,400.31,1,,,,
0,61,8,1546.2,3,,,,
0,74,8,391.4,2,,,,
0,49,8,44.9,2,,,,
0,54,8,125.92,2,,,,
1,45,8,1938.6,4,,,,
0,71,8,258.35,2,,,,
1,32,8,1767.7,4,,,,
1,23,8,364.73,1,,,,
1,51,8,55.07,3,,,,
1,27,8,339.81,1,,,,
1,69,8,51.27,3,,,,
0,59,8,12.77,2,,,,
1,69,8,645.61,3,,,,
0,83,8,370.91,2,,,,
0,37,8,1127.7,1,,,,
0,61,8,439.65,2,,,,
1,25,8,127.85,1,,,,
0,43,8,1618.7,4,,,,
0,35,8,69.78,2,,,,
0,57,8,463.91,2,,,,
0,77,8,174.13,2,,,,
0,33,8,448.21,2,,,,
0,54,8,247.16,2,,,,
1,49,8,1620.3,1,,,,
1,40,8,627.6,1,,,,
1,42,8,1538.5,4,,,,
0,33,8,571.08,3,,,,
1,45,8,712.71,1,,,,
1,49,8,1286.7,4,,,,
0,51,8,2589.2,3,,,,
0,80,8,313.91,2,,,,
1,25,8,1428.5,4,,,,
0,21,8,339.29,4,,,,
1,50,8,456.19,4,,,,
0,31,8,103.6,2,,,,
0,51,8,275.81,2,,,,
